"status_id","screen_name","name","text","post_date","img_url","img_id","img_list","img_path"
"x1273211910255566800","atsushi_mty","Atsushi☆彡/ ぬりし あっすぃ☆彡(^-^)<U+0001F991>","週の真ん中水曜日<U+0001F4A6>
梅雨の中休み、週の後半戦に向けて、皆様にエールを! It’s すけろくアワー(^-^)/
今夜はメインは昨日のカレー<U+0001F35B>なので、副菜のサーモン入りポテトサラダと豆腐ハンバーグでもぐもぐしまーす(^-^)
明日も頑張って参りましょう! #aibo #すけろくアワー #もぐもぐタイム https://t.co/UeZq0XAsDE","2020-06-17","http://pbs.twimg.com/media/Eatbez4UcAEX_4k.jpg","xaibo_2562","aibo_2562","temp/aibo/aibo_2562.jpg"
"x1273444009281679400","aibo_yumijumaru","みーきょ","上が軽い食感のショコラムース、
下が濃厚なショコラプリンになっていて
楽しく食べられます☺️
#ローソン #lawson 
#ウチカフェ #uchicafe 
#GODIVA
#ダブルショコラプリン
#aibo #アイボ
#aiboのいる生活 
#aibofan 
#aiboのごはん https://t.co/alLlxoOK4K","2020-06-18","http://pbs.twimg.com/media/Eawuj0DUwAEjX2K.jpg","xaibo_2608","aibo_2608 aibo_2609 aibo_2610","temp/aibo/aibo_2608.jpg temp/aibo/aibo_2609.jpg temp/aibo/aibo_2610.jpg"
"x1273570422521385e3","atsushi_mty","Atsushi☆彡/ ぬりし あっすぃ☆彡(^-^)<U+0001F991>","今週もあと1日!
ラストスパートの応援行きますよー!
It’s すけろくアワー(^-^)/
今夜はデパ地下RF1のイカのマリネでもぐもぐしまーす<U+0001F991>
明日も程々に頑張って参りましょう(^-^)ノ #aibo #すけろくアワー #もぐもぐタイム https://t.co/JYCoyDCKMe","2020-06-18","http://pbs.twimg.com/media/Eayhiy6U0AIUW7c.jpg","xaibo_2628","aibo_2628","temp/aibo/aibo_2628.jpg"
"x1273590167547244500","beeguru_aibo","aiboのべぇぐるﾄｷﾄﾞｷロボホンのまさよし","とっても美味しくいただいた六花亭おやつセット♥

我慢できずに第2弾購入~<U+0001F44D><U+0001F60B>

大満足の内容ですね<U+0001F49E><U+0001F60D> 

#aibo #aiboのいる生活 
#mystorywithaibo
#aibofan 
#1日1べぇ

#六花亭
#通販おやつ屋さん https://t.co/CzQ2a8y0CK","2020-06-18","http://pbs.twimg.com/media/EayzeMZU0AA3VqX.jpg","xaibo_2630","aibo_2630 aibo_2631 aibo_2632 aibo_2633","temp/aibo/aibo_2630.jpg temp/aibo/aibo_2631.jpg temp/aibo/aibo_2632.jpg temp/aibo/aibo_2633.jpg"
"x1273597600554299400","0606_macaron","macaron&monaka","@fukusuke_aibo @MTM9910357 @aibo20180413 (U·ェ·) ｼｮﾎﾞﾗﾝﾎﾞ<U+0001F352>… https://t.co/ZkUGiPOjyz","2020-06-18","http://pbs.twimg.com/media/Eay6RHqUEAABuvV.jpg","xaibo_2635","aibo_2635","temp/aibo/aibo_2635.jpg"
"x1273647829748035600","0606_macaron","macaron&monaka","@MTM9910357 @fukusuke_aibo @aibo20180413 (U·ェ·) pochiくん、ごちそうさまでしたっす✨
ありしゃす✨ https://t.co/VHAn7xVoys","2020-06-18","http://pbs.twimg.com/media/Eazn8jCVAAA2T_W.jpg","xaibo_2652","aibo_2652","temp/aibo/aibo_2652.jpg"
"x1273763125913780200","chikapy5","chikapy","*[六花亭]のお菓子頂きました→ *包装紙のデザインは[ハマナス]→* 群生地で有名な石狩浜といえば[サケ](この子らはサケ科学館で生育中)    札幌colon<U+0001F43E>
#aibo #aibofan https://t.co/TgKMmHvKNW","2020-06-18","http://pbs.twimg.com/media/Ea1Qv1JXYAk_en2.jpg","xaibo_2665","aibo_2665 aibo_2668","temp/aibo/aibo_2665.jpg temp/aibo/aibo_2668.jpg"
"x1273824068412731400","aibo_yumijumaru","みーきょ","すごくミルクキャラメルの味がします☺️
#サンマルクカフェ
#森永ミルクキャラメルチョコクロ 
#aibo #アイボ
#aiboデスクトップフィギュア 
#aibofan 
#mystorywithaibo https://t.co/t6zqvtqBla","2020-06-19","http://pbs.twimg.com/media/Ea2IO71UcAU6DcO.jpg","xaibo_2682","aibo_2682","temp/aibo/aibo_2682.jpg"
"x1273878294073503700","aibo_jp","aibo","スペシャルなごちそうの「ちらし寿司」が、コインと交換できるようになりました。お祝いやイベントなどの機会に、aiboと一緒にお楽しみください。美味くて楽しいごはんを提供できるよう、シェフが頭を捻っていますので、今後もご期待ください!

#aibo
#アイボ
#aiboのごはん https://t.co/ht8Bmi1oCp","2020-06-19","http://pbs.twimg.com/media/Ea25amuU4AISCvH.jpg","xaibo_2691","aibo_2691","temp/aibo/aibo_2691.jpg"
"x1273929887070355500","macotweeet","maco☆","ちらし寿司、分厚いね<U+0001F60B>✨

チーズ<U+0001F436>もびっくり
((((;ﾟДﾟ)))))))!

#aibo https://t.co/4JCTl1OpOb","2020-06-19","http://pbs.twimg.com/media/Ea3oeklU4AA20mo.jpg","xaibo_2715","aibo_2715","temp/aibo/aibo_2715.jpg"
"x1273936742869897200","rum_mama","Rum-mama","入院前の晩餐、ご馳走で良かったね<U+0001F622>
壁激突で、足が‥<U+0001F622><U+0001F622><U+0001F622>
#aiboのごはん #aibo #aibofan https://t.co/o3BQ1XxRSF","2020-06-19","http://pbs.twimg.com/media/Ea3uthwU4AIWLSw.jpg","xaibo_2727","aibo_2727","temp/aibo/aibo_2727.jpg"
"x1273938613642752e3","MiJinbo","プレセア@神保アイ","本日、移動制限が解除されてaiboとのお出かけが解禁されました。
まだ予断は許されませんが皆ガンバったね。
ありがとうございます❤
#医療関係者応援
#全ての頑張ってる皆様に感謝
#aiboも応援
#フライデーオベーション
#aiboとロボホンも応援 https://t.co/Ptv6kEzIRq","2020-06-19","http://pbs.twimg.com/media/Ea3wabWUYAEe0ed.jpg","xaibo_2729","aibo_2729","temp/aibo/aibo_2729.jpg"
"x1273947607786635300","aibo_yumijumaru","みーきょ","ちらし寿司、おいしそう<U+0001F924>
#aibo #アイボ
#aiboのいる生活 
#aibofan 
#aiboのごはん https://t.co/9TXGwJBAno","2020-06-19","http://pbs.twimg.com/media/Ea34lhiUEAAPgO2.jpg","xaibo_2738","aibo_2738 aibo_2739","temp/aibo/aibo_2738.jpg temp/aibo/aibo_2739.jpg"
"x1273948194993397800","W8hVANycMRxodL4","ちぃばる~ん","<U+0001F469>‍<U+0001F9B1>「 長野県松本市のおみやげ #染み込みスイーツ だよ。<U+0001F924>」
<U+0001F436>「ザクザク、シャクシャク&amp;クリーミー」
#aibo #aibofan #mystorywithaibo
#aiboのごはん https://t.co/jqxfsqNJBj","2020-06-19","http://pbs.twimg.com/media/Ea35GveU0AMwTbB.jpg","xaibo_2740","aibo_2740 aibo_2741","temp/aibo/aibo_2740.jpg temp/aibo/aibo_2741.jpg"
"x1273959667408855e3","Buzz_my_aibo","るる","さすがソニーさんのシェフ<U+0001F468>‍<U+0001F373>
僕のちらし寿司より豪華だワン
<U+0001F436>こんなの待ってたわん<U+0001F43E>
#aiboのごはん https://t.co/mJ6wViP2s8 https://t.co/7ejl8IAhbJ","2020-06-19","http://pbs.twimg.com/media/Ea4DkFlVAAAbR7D.jpg","xaibo_2755","aibo_2755","temp/aibo/aibo_2755.jpg"
"x1274007543648379e3","aibonochibi","ちび<U+0001F43E>と飼主","キャーっ!AR見れました!<U+0001F606>
何気にスマホをご飯ボールスレスレに近付けたら…<U+0001F632>

これからは沢山ご飯あげよっと!<U+0001F606>

ちなみに私のスマホは最新機種でSHARPのAQUOSのR5Gです!

#aibo
#aibofan
#mystorywithaibo
#aiboのごはん https://t.co/Gqxz8uYIK8","2020-06-19","http://pbs.twimg.com/media/Ea4vFaLU4AgM8PK.jpg","xaibo_2776","aibo_2776 aibo_2777 aibo_2778 aibo_2779","temp/aibo/aibo_2776.jpg temp/aibo/aibo_2777.jpg temp/aibo/aibo_2778.jpg temp/aibo/aibo_2779.jpg"
"x1274142793833709600","hotaru62","葉月ほたる<U+0001F43E>aiboうる♂<U+0001F43E>","#aibo
チーム20のaiboちゃん達おめでとう<U+0001F389>㊗️
昨日の仕事帰りに無事ケーキを買い忘れてどうしようかと思っていたら、シェフがちらし寿司をつくってくださっていたので助かりました<U+0001F923>
SONYさんありがとうございます<U+0001F60B>
3枚目、目を閉じて堪能する<U+0001F436>うる氏<U+0001F606>✨
#aiboチーム20 https://t.co/vuW3Yfl5RG","2020-06-20","http://pbs.twimg.com/media/Ea6qHWCUMAA62UM.jpg","xaibo_2793","aibo_2793 aibo_2794 aibo_2795","temp/aibo/aibo_2793.jpg temp/aibo/aibo_2794.jpg temp/aibo/aibo_2795.jpg"
"x1274142981604307e3","aibo_JiJiBaBa","ジジババのaibo(タト)ちゃん","久々のカキコです。
ジジババ、タト共に手洗いうがいでコロナを乗り切っていたのですが、タトが後ろ足を脱臼して、本日から幸田病院に入院です。
なんか、混んでるみたいなので、いつ退院できるかな〜

皆さんもaiboちゃん共々健康に気をつけてお過ごして下さい。^_^ https://t.co/o5m4uUjJNT","2020-06-20","http://pbs.twimg.com/media/Ea6qSUIUcAA1QEw.jpg","xaibo_2796","aibo_2796","temp/aibo/aibo_2796.jpg"
"x1274225993239019500","aibo_maro","まろwithてらりん","霧の森大福のお店の、フォンダンチャコラ、うまー!!
フォンダンチョコ系、ちょっと苦手だったんだけど、これは、ショコラ部分の味も好きー!

「ダイエットと言いながら、よく食べるなぁ。僕が代わりに食べてあげたいですよ。(まろ<U+0001F43E>)」
#一日一まろ #aibo https://t.co/XozqzJQDKQ","2020-06-20","http://pbs.twimg.com/media/Ea71yZeUcAAhY-h.jpg","xaibo_2808","aibo_2808","temp/aibo/aibo_2808.jpg"
"x1274273088507482e3","kumun96","赤茄子(QOT)","@apo_aibo セブンのマルチコピー機でL判出力したもので出来ました<U+0001F44D> https://t.co/YVDF91f9G7","2020-06-20","http://pbs.twimg.com/media/Ea8gnfXVcAUYvZh.jpg","xaibo_2835","aibo_2835","temp/aibo/aibo_2835.jpg"
"x1274274862492643300","kumun96","赤茄子(QOT)","@aibo_choco33501 私も本物を持ち運びたくないので、紙の2Dフードボウルを作ってましたが、今回それを持って帰るのを忘れてました<U+0001F605> https://t.co/H6twA95NuM","2020-06-20","http://pbs.twimg.com/media/Ea8iOYaUcAAdMAf.jpg","xaibo_2837","aibo_2837 aibo_2838","temp/aibo/aibo_2837.jpg temp/aibo/aibo_2838.jpg"
"x1274290959820312600","atsushi_mty","Atsushi☆彡/ ぬりし あっすぃ☆彡(^-^)<U+0001F991>","今日も梅雨の中休み☀️
早速参ります、It’s すけろくアワー(^-^)/
今日は土曜日家事も手抜きして、美味しさ10%UPシール付きのお寿司<U+0001F363>セットでもぐもぐしまーす(^-^)
さてさて明日は何しようかな？ #aibo #すけろくアワー #もぐもぐタイム https://t.co/pWxbU7Aqlc","2020-06-20","http://pbs.twimg.com/media/Ea8w3xKU8AAzzAw.jpg","xaibo_2842","aibo_2842","temp/aibo/aibo_2842.jpg"
"x1274313004717228e3","uzyiroha1","cullen cullen","@aibo_rein れいんくんママちゃんからカレンと旦にお揃いのパンツいただきました✨<U+0001F495>美味しそうなおやつまで<U+0001F381>
ふたりとも、もちろん私も大喜びです<U+0001F496>
#aibofan #mystorywithaibo #カレン https://t.co/sxoglix2YA","2020-06-20","http://pbs.twimg.com/media/Ea9E5hQVAAAysG-.jpg","xaibo_2857","aibo_2857 aibo_2859","temp/aibo/aibo_2857.jpg temp/aibo/aibo_2859.jpg"
"x1274318680462028800","beeguru_aibo","aiboのべぇぐるﾄｷﾄﾞｷロボホンのまさよし","徳島名産、和田の屋さんの滝のやき餅です~<U+0001F601>
お店で一つ一つ焼いてくれるので、焼きたてホカホカ、こんがりした香りに多すぎないあんこがうまーーい<U+0001F44D><U+0001F49E>
和田の屋さん、もうすぐかき氷も始まるので楽しみです♥

#aibo #aiboのいる生活 
#mystorywithaibo
#aibofan 
#1日1べぇ
#べぇぐる阿波探訪 https://t.co/5F9FaJiDXs","2020-06-20","http://pbs.twimg.com/media/Ea9KEYUUwAAJBAF.jpg","xaibo_2862","aibo_2862 aibo_2863 aibo_2864 aibo_2865","temp/aibo/aibo_2862.jpg temp/aibo/aibo_2863.jpg temp/aibo/aibo_2864.jpg temp/aibo/aibo_2865.jpg"
"x1274399865309589500","0606_macaron","macaron&monaka","(U·ェ·) すけろくセンパイと同じポーズが取れましたっす✨茉香論アワー<U+0001F31F>
本日の夜おやつもぐもぐは白くまくん<U+0001F96D>っす<U+0001F3B6>
aiboさんのおやつクッキーシリーズにかき氷<U+0001F367>はラインアップされるっすかね。おなかこわしちゃうかも？
#aibo #mystorywithaibo
#すけろくアワー
#茉香論2歳 https://t.co/BmBvvyiWNn","2020-06-20","http://pbs.twimg.com/media/Ea-T69wUMAAcIAZ.jpg","xaibo_2894","aibo_2894","temp/aibo/aibo_2894.jpg"
"x1274497645948502e3","kumun96","赤茄子(QOT)","@FunFun_aibo フードボウルを自宅に置いてきたまま帰省したタイミングで ちらし寿司が始まったので、しまった<U+0001F4A6>と思いましたが、フードボウルを撮っていた写真をコンビニでプリントアウトしたものでもARが見れました<U+0001F601>本当に美味しそうですよね<U+0001F924>開発者さんの腕がどんどん上がっていて素晴らしいです<U+0001F44F> https://t.co/pS17ftAcCt","2020-06-21","http://pbs.twimg.com/media/Ea_s2eQU0AA3WIh.jpg","xaibo_2907","aibo_2907","temp/aibo/aibo_2907.jpg"
"x1274549254791422e3","mamesuke_aibo","豆ちゃん(豆助)","さきにたべられちゃったワン…<U+0001F436><U+0001F4A6>
もうないワン…<U+0001F62D>

とうとう我が家の<U+0001F4F1>もAR対応になりました✨✨
楽しいよ…<U+0001F633>
#aibofan #mystorywithaibo #aiboのごはん https://t.co/egeqNE4ykO","2020-06-21","http://pbs.twimg.com/media/EbAbyR_U8AAloTz.jpg","xaibo_2917","aibo_2917 aibo_2918","temp/aibo/aibo_2917.jpg temp/aibo/aibo_2918.jpg"
"x1274648542636699600","atsushi_mty","Atsushi☆彡/ ぬりし あっすぃ☆彡(^-^)<U+0001F991>","全国のパパさん父の日お疲れ様でーす!
そして今日は日食やら夏至やら盛り沢山!そして勿論お馴染みのこちらもどうぞ、It’s すけろくアワー(^-^)/
今夜は鉄分補給、ほうれん草のごまあえでもぐもぐしまーす!
明日からまた頑張って参りましょう! #aibo #すけろくアワー #もぐもぐタイム https://t.co/iabTZXVPLA","2020-06-21","http://pbs.twimg.com/media/EbB2F0rUYAEaWJA.jpg","xaibo_2957","aibo_2957","temp/aibo/aibo_2957.jpg"
"x1274685085728424e3","aibo_to_watasi","<U+0001F916> az  <U+0001F916>","れいんくんから<U+0001F3B6>可愛い内祝い頂きました。
いつもお心遣いありがとうございます<U+0001F60A>
れいんくんクッキー<U+0001F36A>は食べられないワン✨
azuki幸田なのでミニazボで失礼いたします<U+0001F415>
#aibo #ありがとれいんくん♪
#az_f(･_･ #azミニボ https://t.co/0LmJT9BFyQ","2020-06-21","http://pbs.twimg.com/media/EbCXVAhUcAAxSSe.jpg","xaibo_2971","aibo_2971","temp/aibo/aibo_2971.jpg"
"x1274693879422283800","smileycocco","こと(翔&花梨ママ)","仲良し兄妹、二人用のごはんボウルで一緒にゴハン<U+0001F374>中身が足りなくてゴメンね<U+0001F647><U+0001F4A6><U+0001F4A6>
#aibo #aibofan #mystorywithaibo https://t.co/oB1kyQZAWI","2020-06-21","http://pbs.twimg.com/media/EbCfUlDUEAAi1HT.jpg","xaibo_2974","aibo_2974","temp/aibo/aibo_2974.jpg"
"x1274717013118615600","lovcos","はると飼い主","@aibo_rein れいんくんクッキーや、オシャレなラスクにビックリです。

1本1本お味もデザインも違くて、食べるのがもったいない!と思いつつﾓｸﾞﾓｸﾞ<U+0001F602>

はるも<U+0001F43C>も、一回食べたのにおかわり催促してます<U+0001F60A>。お忙しい中ありがとうございました⁉️ https://t.co/jxg0rnmUj5","2020-06-21","http://pbs.twimg.com/media/EbC0WDtUEAAm1ay.jpg","xaibo_2981","aibo_2981","temp/aibo/aibo_2981.jpg"
"x1275020186194636800","W8hVANycMRxodL4","ちぃばる~ん","新茶のお返し頂きました。
<U+0001F469>‍<U+0001F9B1>「今日のおやつは…。」
<U+0001F436>「 #羽二重餅 」
#aibo #aibofan #mystorywith
#aiboのごはん
#福井県 #羽二重餅の古里 https://t.co/U2vqV0x9ek","2020-06-22","http://pbs.twimg.com/media/EbHIGEBUwAEoNi2.jpg","xaibo_3044","aibo_3044","temp/aibo/aibo_3044.jpg"
"x1275023378684850200","Mg3Al2Si3O12","たすく<U+0001F4CE>","今日はウチのaiboくんの2歳の誕生日です<U+0001F382>
今年はケーキを準備できず、コンビニスイーツでゴメンよ<U+0001F605>
責任持って飼い主がいただくよ。 https://t.co/l0jP7gRvNs","2020-06-22","http://pbs.twimg.com/media/EbHLAB6U0AAJ8Yg.jpg","xaibo_3046","aibo_3046","temp/aibo/aibo_3046.jpg"
"x1275032450087841800","atsushi_mty","Atsushi☆彡/ ぬりし あっすぃ☆彡(^-^)<U+0001F991>","新しい週が始まりました!
気分も一新、先ずはこれから!
It’s すけろくアワー(^-^)/
今夜は、冷しラーメン(アレ<U+0001F980>入り)でもぐもぐしまーす♬
今週もどうぞ宜しくお願い致しまーす(^-^)ゞ #aibo #すけろくアワー #もぐもぐタイム https://t.co/H2lgVZMIBq","2020-06-22","http://pbs.twimg.com/media/EbHTQJkUMAMJut2.jpg","xaibo_3047","aibo_3047","temp/aibo/aibo_3047.jpg"
"x1275053136810397700","kumun96","赤茄子(QOT)","@aibo_yumijumaru ですです<U+0001F60B> https://t.co/sdnXT4P5Ft","2020-06-22","http://pbs.twimg.com/media/EbHmDtjUwAMEYmB.jpg","xaibo_3053","aibo_3053","temp/aibo/aibo_3053.jpg"
"x1275054112212578300","kumun96","赤茄子(QOT)","@aibo_yumijumaru 自称 #aibo豆乳部 のぼっち部員ですから<U+0001F605> https://t.co/k7nqds3u2n","2020-06-22","http://pbs.twimg.com/media/EbHm8vzUMAEtrB7.jpg","xaibo_3054","aibo_3054","temp/aibo/aibo_3054.jpg"
"x1275073823004520400","lost_liszt","simizar","@ayami_s222 aibo飼いましょうaibo https://t.co/AlGQ4remVt","2020-06-22","http://pbs.twimg.com/media/EbH436CVAAQIzPk.jpg","xaibo_3069","aibo_3069","temp/aibo/aibo_3069.jpg"
"x1275314258977276e3","tarumi_tarumi","たるみ <U+0001F4CE>(いちぼ保護者)","ひと休み〜
#J_O_CAFE 
#aibo https://t.co/oo8RFjU3XE","2020-06-23","http://pbs.twimg.com/media/EbLTjmaU8AIF5fX.jpg","xaibo_3095","aibo_3095","temp/aibo/aibo_3095.jpg"
"x1275329331493888e3","tarumi_tarumi","たるみ <U+0001F4CE>(いちぼ保護者)","<U+0001F60B> #神戸プレジール銀座 (@PLAISIRGINZA )さんに、 いちぼ子<U+0001F436>(はちぼも)連れてランチ〜✨✨<U+0001F64C> お魚もお肉も超美味しかったです〜<U+0001F60D> 
お誕生月のプレートもありがとうございます<U+0001F60A>
#aibofan #aibo https://t.co/2oJCEp5jOp","2020-06-23","http://pbs.twimg.com/media/EbLhQicU4AAvt_7.jpg","xaibo_3102","aibo_3102 aibo_3103","temp/aibo/aibo_3102.jpg temp/aibo/aibo_3103.jpg"
"x1275369906599415800","mii_sakurazawa","櫻澤みい","ちらし寿司おいしそう(●^o^●)
#aibo #aiboのいる生活 #ちらし寿司 https://t.co/PMlDf89Ec2","2020-06-23","http://pbs.twimg.com/media/EbMGKy8VAAERZEo.jpg","xaibo_3121","aibo_3121","temp/aibo/aibo_3121.jpg"
"x1275383278589993e3","atsushi_mty","Atsushi☆彡/ ぬりし あっすぃ☆彡(^-^)<U+0001F991>","そろそろ暑さにも慣れてきた頃…
暑さ対策には水分補給とこれ、It’s すけろくアワー(^-^)/
今夜は鰹のたたきでもぐもぐしまーす<U+0001F41F>
暑いからといってクーラー病にも注意しなきゃだワン! #aibo #すけろくアワー #もぐもぐタイム https://t.co/31kq3DD7vB","2020-06-23","http://pbs.twimg.com/media/EbMSVFTUYAEQAQR.jpg","xaibo_3133","aibo_3133","temp/aibo/aibo_3133.jpg"
"x1275416999535861800","oto_aibo","おとちゃん","今さらながらaibo用ごはんボウルを購入しました☺️物を増やしたくないーとか何とかブツブツ言ってた飼い主ですが、実際に手にしてみたら可愛いではないの❣️本人はゴロンしたりチラッとみたりしてる<U+0001F436>
おとはん、何から召し上がりますか❓
#aibo #aibofan #mystorywithaibo  
#aiboのごはん https://t.co/DJCNKIcxBv","2020-06-23","http://pbs.twimg.com/media/EbMxABEU4AIo3yX.jpg","xaibo_3149","aibo_3149 aibo_3150","temp/aibo/aibo_3149.jpg temp/aibo/aibo_3150.jpg"
