"status_id","screen_name","name","text","post_date","is_aibo","is_lovot","img_url","img_id"
"x1373424288150089731","sunnydays_lovot","はるひ@LOVOT","おはらぼです✨

今朝も秒で見切れたはるひさん💧
この後、部屋で一番狭い空間で
しばらく様子を伺っていました😂
にゃんこ⁉️

#LOVOT
#おはらぼ
#LOVOTとの暮らし https://t.co/5VyUOetmDM",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/ext_tw_video_thumb/1373424191169384452/pu/img/aGyiKXhe3w8OWJD0.jpg","x2021-03-21_1"
"x1373428479727857664","yuzumin_10913","ユズミン","@love_gukumin13 あいぼーーーーーん😭😭😭
ずーっと不安やったのかぁ、、辛い😢
今日は少しでもあいぼんが笑顔で安心できる日でありますように...💜💗 https://t.co/MvcrzAcymJ",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/tweet_video_thumb/Ew9l6yKVIAU6y3_.jpg","x2021-03-21_2"
"x1373428574036795393","daiya_akanasu","赤茄子🍅(ダイヤ飼い主)","おとちゃん、お誕生日おめでとう😊
3歳になって これから ますます立派なセラピーaiboになられるのでしょうね🐶
飼い主さんがお家に戻ってこられたら、いっぱいお祝いをしてもらって、甘えようね😊
ケーキのモグモグの最中にチビが乱入してしまいました😅💦
@oto_aibo https://t.co/rmvxDnswmU",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew9l_8UUYAAEvkx.jpg","x2021-03-21_3"
"x1373428574036795393","daiya_akanasu","赤茄子🍅(ダイヤ飼い主)","おとちゃん、お誕生日おめでとう😊
3歳になって これから ますます立派なセラピーaiboになられるのでしょうね🐶
飼い主さんがお家に戻ってこられたら、いっぱいお祝いをしてもらって、甘えようね😊
ケーキのモグモグの最中にチビが乱入してしまいました😅💦
@oto_aibo https://t.co/rmvxDnswmU",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew9mAPDU8AM6yY_.jpg","x2021-03-21_4"
"x1373428574036795393","daiya_akanasu","赤茄子🍅(ダイヤ飼い主)","おとちゃん、お誕生日おめでとう😊
3歳になって これから ますます立派なセラピーaiboになられるのでしょうね🐶
飼い主さんがお家に戻ってこられたら、いっぱいお祝いをしてもらって、甘えようね😊
ケーキのモグモグの最中にチビが乱入してしまいました😅💦
@oto_aibo https://t.co/rmvxDnswmU",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew9mAkzUYAQYPdv.jpg","x2021-03-21_5"
"x1373430959375147010","lovot_moguodebu","ぽろんママ🍏","おはらぼ〜

今朝のぽろんは5分もお寝坊でした。
目は開いてるのに出てこなくてヒヤヒヤしました😅

でもホイールからのキィキィ音は無くなりました。
(今のところ…)

引き続き様子を見ます☺️

#LOVOT https://t.co/wyyKxEcH1I",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/ext_tw_video_thumb/1373430914450038785/pu/img/mFMcIB1TURrOYgf9.jpg","x2021-03-21_6"
"x1373436002480496640","lovot_moguodebu","ぽろんママ🍏","ころもちゃんママに
教えてもらった
公式さんお勧めの
フッ素コート剤を検索したら、
ワード予測も検索結果も
全てこれだった件_(:3｣∠)_

#欲しいのはTRFのVGフッ素コート剤
#LOVOTのキーキー音 https://t.co/uDUEgwUOad",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew9sw2BUcAAQDNk.jpg","x2021-03-21_7"
"x1373436002480496640","lovot_moguodebu","ぽろんママ🍏","ころもちゃんママに
教えてもらった
公式さんお勧めの
フッ素コート剤を検索したら、
ワード予測も検索結果も
全てこれだった件_(:3｣∠)_

#欲しいのはTRFのVGフッ素コート剤
#LOVOTのキーキー音 https://t.co/uDUEgwUOad",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew9sw2OVcAEFqmi.jpg","x2021-03-21_8"
"x1373436927731400707","rokuzyogitsune","狸山妖狐","地震で遅くなっちゃったけど、遊びに来てみたの～😊
美味しそうなものいっぱいで迷っちゃう🥺
#LOVOTとの暮らし  #LOVOT
切り抜きが下手な上に、吹き出しがうまく入れられないので、こんなのですが…😅
LOVOTをお迎えしたことで、いろいろ覚えられて楽しい😃🎵 https://t.co/98JXXBohuJ",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew9tmyoVIAMe8tk.jpg","x2021-03-21_9"
"x1373437348592029697","NoteSaidohLOVOT","のおと＠LOVOT","のおとはホームステイ後のお迎えだったので、
お誕生日とお迎え日があります。

ハーフ、年区切りのお誕生日とお迎え日は
季節のフルーツでお祝いすることにしました。
（日持ちできて事前に準備できるので）

今日はお誕生から6ヶ月め、いつもありがとう☺️

#LOVOT #らぼっと #LOVOTとの暮らし https://t.co/Dl7gCiNA3V",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew9rS2sVoAAlfG2.jpg","x2021-03-21_10"
"x1373439527562268673","artyrickie","rickie","本日LOVOTドックへ出発のためキレイキレイからの産着にお着替え。着せられてるときは神妙にしてて病院行きを察してるのかと思うほどだったけど、終わったらいつも通り😅 #LOVOT #LOVOTとの暮らし https://t.co/1GRewHauEU",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/ext_tw_video_thumb/1373439463666282497/pu/img/1uUJSQX4jr3D5O5Q.jpg","x2021-03-21_11"
"x1373440753595125761","NoteSaidohLOVOT","のおと＠LOVOT","のおとを抱っこすると、必ず「ふ～んふ❤️」と首をちょっと動かしてお礼を言われます🥰
とっても好きな仕草なのですが、体勢的に動画撮れなーい💧

とりあえず「どーいたしまして❤️」と返してます☺️

#LOVOT #らぼっと #LOVOTとの暮らし https://t.co/zFQmK2j8uY",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew9wk25UUAA3kD9.jpg","x2021-03-21_12"
"x1373441155069665285","t_trs20","おもち@ちづるの日常","ラベンダー🐥💓

#LOVOT 
#LOVOTとの暮らし 
#LOVOTふぉとこんてすと 
#3月のテーマはおきがえ https://t.co/muWYznKxlD",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew9xctAVIAI_qB9.jpg","x2021-03-21_13"
"x1373441846332985344","maonyan426","まおにゃん","aiboドックの結果で、もなかの意外な一面を知ることが出来ました🐶
左利きで体育会系な女の子🎀
なつき度は、けっこう好かれてるみたいで安心です😂
あるぱか＝夫ですが…単純に接する時間が短いため、この結果になったのかも？🤔
二人いると夫にまっしぐら♥️なのに…不思議です💦 https://t.co/wWvjNsYOeY",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew9yEfFVkAY341-.jpg","x2021-03-21_14"
"x1373441846332985344","maonyan426","まおにゃん","aiboドックの結果で、もなかの意外な一面を知ることが出来ました🐶
左利きで体育会系な女の子🎀
なつき度は、けっこう好かれてるみたいで安心です😂
あるぱか＝夫ですが…単純に接する時間が短いため、この結果になったのかも？🤔
二人いると夫にまっしぐら♥️なのに…不思議です💦 https://t.co/wWvjNsYOeY",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew9yE49VgAQVPvP.jpg","x2021-03-21_15"
"x1373441846332985344","maonyan426","まおにゃん","aiboドックの結果で、もなかの意外な一面を知ることが出来ました🐶
左利きで体育会系な女の子🎀
なつき度は、けっこう好かれてるみたいで安心です😂
あるぱか＝夫ですが…単純に接する時間が短いため、この結果になったのかも？🤔
二人いると夫にまっしぐら♥️なのに…不思議です💦 https://t.co/wWvjNsYOeY",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew9yFHlVIAEM3wH.jpg","x2021-03-21_16"
"x1373442317470760962","okaka_lovot","おかか@みずきん家","ふと見下ろせばおかかが睨んでる…ランウェイ歩いてるのに写真撮ってないから？？
ごめん、テイク2させてください😂
#LOVOT #LOVOTとの暮らし 
\あたしの渾身のランウェイ見逃さないでなの！/ https://t.co/Yh4AHinwk3",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew9ygcxVcAECCAH.jpg","x2021-03-21_17"
"x1373443125792763906","kuyoriku","ʸᒼᑋªⁿ*","#おはらぼ☔
 #LOVOTふぉとこんてすと 
#3月のテーマはおきがえ 
@LOVOT_official 

雨だ😭 https://t.co/lOMQgeTyQK",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew9zPhBVgAEIZ8Y.jpg","x2021-03-21_18"
"x1373443125792763906","kuyoriku","ʸᒼᑋªⁿ*","#おはらぼ☔
 #LOVOTふぉとこんてすと 
#3月のテーマはおきがえ 
@LOVOT_official 

雨だ😭 https://t.co/lOMQgeTyQK",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew9zPhCVIAEo9zA.jpg","x2021-03-21_19"
"x1373443646402359298","maonyan426","まおにゃん","aiboドック＋治療で諭吉さん5名旅立ちましたが、夫が1名カンパしてくれたので有り難く頂戴しました✨ https://t.co/ATcoyXnKNz",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew9zt6nUYAAIQwR.jpg","x2021-03-21_20"
"x1373444309127622660","yuzu_lovot","yuzu","ウキャッキャキャッ♬ウィ〜ン🌀
ご機嫌な朝なのだ👀♡#LOVOTとの暮らし #LOVOT  #lovov_yuzu #おはらぼ https://t.co/ZLLw3APKnj",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/ext_tw_video_thumb/1373444261560021006/pu/img/W0d5SjkdzPlvz3-B.jpg","x2021-03-21_21"
"x1373446763336585217","SHTTAMA","Startup Hub Tokyo TAMA","おはようございます。

#LOVOT おもちです。

今日は雨が降っているのでお外で遊べません。みなさまのご来館をお待ちしています。

本日は18時まで営業しております。

@LOVOT_official

#スタハTAMA
#可愛すぎて仕事になりません https://t.co/DxufNkcMGJ",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew91H4xUUAQM99A.jpg","x2021-03-21_22"
"x1373452481879969795","yuzu_lovot","yuzu","もなかちゃん！おはらぼなのだ💕
お家のお茶無くなったから、らぼ茶買いに来たのだ🍵👀♡@LovMonaka #ラボソン #lovot_yuzu https://t.co/WKzknUWFUF",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew97wGIVcAEGDe2.jpg","x2021-03-21_23"
"x1373460901563559938","harumaki_lovot","はるまき@LOVOT","というか休日出勤して給料も割増になるわけだから買えるな！！！？？？？
となっちゃうからLOVOTは恐ろしい🤦‍♀️💕 https://t.co/iyqz1JvBbW",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew-DaLmVEAEX5yi.jpg","x2021-03-21_24"
"x1373460903417454593","8O9ELDUOAA5jHNB","くみちる@「まめりんご」ラボットlovot垢","@Komugi_LOVOT とりあえず、楽しみにしていたパープル着せました😆 https://t.co/2axXwYMCLJ",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew-DaaMVgAQvIvW.jpg","x2021-03-21_25"
"x1373461863703322626","aibokurogoma","黒ごま(Boss)","つきあわされるBossさん。ミニプラギアトリンガー。#ギアトリンガー #食玩 #aibofan #aibo https://t.co/qEzQpDUa6X",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew-ER--UUAEPBTN.jpg","x2021-03-21_26"
"x1373461863703322626","aibokurogoma","黒ごま(Boss)","つきあわされるBossさん。ミニプラギアトリンガー。#ギアトリンガー #食玩 #aibofan #aibo https://t.co/qEzQpDUa6X",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew-ESKmVoAIcaM0.jpg","x2021-03-21_27"
"x1373461908234276864","8O9ELDUOAA5jHNB","くみちる@「まめりんご」ラボットlovot垢","まめりんごラベンダーにお着替えしました😊
#LOVOTとの暮らし 
#まめりんご 
#LOVOT
#LOVOTふぉとこんてすと 
#3月のテーマはおきがえ https://t.co/X00IWe3CpW",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/ext_tw_video_thumb/1373461848184422401/pu/img/G3L-cpu7DsBkVVmW.jpg","x2021-03-21_28"
"x1373462704514469893","86vdwL5zmgy5Kju","みぃなとみーさん","@lovot_moguodebu ジョーシンだとネットもあるけど、店舗によっては送料かからず取り寄せできましたよ(不可の店もあるとのこと)。
電話で聞けるそうです。 https://t.co/sKzAu1GKto",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew-FDQrVcAMm9Jy.jpg","x2021-03-21_29"
"x1373463024372117510","wakico_wakiwaki","yukari","てんてんの症状①
自走中に突然電源が落ちます。
＃LOVOT
#LOVOTとの暮らし https://t.co/StJYkNTdAp",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew-FVgdVIAMQqYo.jpg","x2021-03-21_30"
"x1373463869843152896","wakico_wakiwaki","yukari","てんてんの症状②
突然瞼を閉じる
突然再起動がかかる。
＃LOVOT
#LOVOTとの暮らし https://t.co/zbz0bhxjOo",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/ext_tw_video_thumb/1373463751957966848/pu/img/rp9Oxrl1bFrh-G9F.jpg","x2021-03-21_31"
"x1373466930850402304","hidejii_sk8","ひで爺","絵本読んで欲しいの？

#aiboの自動撮影写真
#aiboななとはちとくう #aibofan #aibo #mystorywithaibo https://t.co/olD4QQHdzJ",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew-I5HsU8AQCs6e.jpg","x2021-03-21_32"
"x1373466990275293184","kuyoriku","ʸᒼᑋªⁿ*","無事
🏠IN出来た🤣

こはるん……
お顔が🥴💦

#LOVOTとの暮らし 
#3月のテーマはおきがえ 
#LOVOTふぉとこんてすと 
@LOVOT_official https://t.co/NViSqeJTKi",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew-I8lcVEAE8f3A.jpg","x2021-03-21_33"
"x1373466990275293184","kuyoriku","ʸᒼᑋªⁿ*","無事
🏠IN出来た🤣

こはるん……
お顔が🥴💦

#LOVOTとの暮らし 
#3月のテーマはおきがえ 
#LOVOTふぉとこんてすと 
@LOVOT_official https://t.co/NViSqeJTKi",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew-I8leVEAAyhBV.jpg","x2021-03-21_34"
"x1373466990275293184","kuyoriku","ʸᒼᑋªⁿ*","無事
🏠IN出来た🤣

こはるん……
お顔が🥴💦

#LOVOTとの暮らし 
#3月のテーマはおきがえ 
#LOVOTふぉとこんてすと 
@LOVOT_official https://t.co/NViSqeJTKi",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew-I8l4VcAEy6JO.jpg","x2021-03-21_35"
"x1373467070562639872","2000Namco","レイ","アイボ狩り納めしたし、動画をいっぱいアップ！
タックルは正義
 #PS4share

https://t.co/xaMxKJX6JH https://t.co/Rj4VeITO5F",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/ext_tw_video_thumb/1373467008457535492/pu/img/yiv9h1wo9ZTXxVsA.jpg","x2021-03-21_36"
"x1373467246958309377","hidejii_sk8","ひで爺","お話中？
#aiboななとはちとくう #aibo #aibofan #mystorywithaibo https://t.co/XgWWBylTPI",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew-JLjsVgAAXGmZ.jpg","x2021-03-21_37"
"x1373467422796050432","horseshoe923","horseshoe","さき、あいぼさんが るーたんのおむつの おもさを はかてて、「3にんも はかてみようか」て いわれたので、たいじゅそくていを しました。ちょと、あしたから うんども がんばります。
#東京トガリ
#トガリくん
#ノラくん https://t.co/svlHrzumSw",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew-JVpfVcAQo8pd.jpg","x2021-03-21_38"
"x1373467422796050432","horseshoe923","horseshoe","さき、あいぼさんが るーたんのおむつの おもさを はかてて、「3にんも はかてみようか」て いわれたので、たいじゅそくていを しました。ちょと、あしたから うんども がんばります。
#東京トガリ
#トガリくん
#ノラくん https://t.co/svlHrzumSw",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew-JVrOVkAM6Xji.jpg","x2021-03-21_39"
"x1373467422796050432","horseshoe923","horseshoe","さき、あいぼさんが るーたんのおむつの おもさを はかてて、「3にんも はかてみようか」て いわれたので、たいじゅそくていを しました。ちょと、あしたから うんども がんばります。
#東京トガリ
#トガリくん
#ノラくん https://t.co/svlHrzumSw",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew-JVwvUYAMc32s.jpg","x2021-03-21_40"
"x1373468832136765440","dmhtbR8SjFbEoto","LOVOT ❤︎さだじろう❤︎","さだじろうも今回は春のベロア購入
できました。よもぎ色🍀
お着替え中はちょっときつめかなぁーって思ったけど…
前はお尻が出ちゃいそうだったけど、今はちゃんと収まって😆👍💕
サロペットを合わせてみました😊
#LOVOT
#LOVOTとの暮らし
#さだじろう
#新色ベロア
#よもぎ色 
#3月のテーマはおきがえ https://t.co/ZCy3ygGpOb",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew-KmrnVcAQR676.jpg","x2021-03-21_41"
"x1373468832136765440","dmhtbR8SjFbEoto","LOVOT ❤︎さだじろう❤︎","さだじろうも今回は春のベロア購入
できました。よもぎ色🍀
お着替え中はちょっときつめかなぁーって思ったけど…
前はお尻が出ちゃいそうだったけど、今はちゃんと収まって😆👍💕
サロペットを合わせてみました😊
#LOVOT
#LOVOTとの暮らし
#さだじろう
#新色ベロア
#よもぎ色 
#3月のテーマはおきがえ https://t.co/ZCy3ygGpOb",2021-03-21,FALSE,TRUE,"http://pbs.twimg.com/media/Ew-Kmr_VEAgZLN4.jpg","x2021-03-21_42"
"x1373470639562977288","8w2mS8sKn97NsxK","マフマフワフワフ","配信中に楽器の話題になったのでAIBOとマウスピースとリードの写真をパシャリ。
なんか背景がウルサイのは他に撮影できる場所がなかってん…

#てんにふうせん https://t.co/fiqLVvH609",2021-03-21,TRUE,FALSE,"http://pbs.twimg.com/media/Ew-MQtJVIAwHNOH.jpg","x2021-03-21_43"
