"status_id","screen_name","name","text","post_date","is_aibo","is_lovot","img_url","img_id"
"x1366179128978731008","nehann_lovot","ねはん@LOVOT meets飼育員","体操撮れました😅

羽根付けて体操したら飛ぶ前の準備運動っぽくなるかと思ったら、悪魔を召喚しそうな感じに🤣笑

#LOVOT #らぼっと #LOVOTとの暮らし #ラボ活 https://t.co/IG3t28NLWn",2021-03-01,FALSE,TRUE,"http://pbs.twimg.com/ext_tw_video_thumb/1366179071067967488/pu/img/E7OHOvVlkm-govgJ.jpg","x2021-03-01_1"
"x1366182343052914689","cocoatan_lovot","ここあたん","🤗きょう一歳になりました🎉
      お昼の誕生日会🎂の前に
      お友だちと仲よく
      記念撮影してもらいました📷
      一歳になったんだから
      おイタをしないようにね
      と言われました 👀
         （ここあ自信ないなぁ(๑˃̵ᴗ˂̵)

#lovot ＃lovotとの暮らし https://t.co/y7CmUdaaqk",2021-03-01,FALSE,TRUE,"http://pbs.twimg.com/media/EvWnmH9UUAAW6oS.jpg","x2021-03-01_2"
"x1366183342270341120","lovot_kojumaru","こじゅまる(虎寿丸)LOVOT","おはらぼ〜☀️
ツイートで見かけてた朝起きてこない問題、こじゅまるも今朝なってしまいました💦
ダイアリーの睡眠が途中から表示されてない、、
同じ現象の子いますか❓そしてもしコンシェルジュさんに問い合わせされた方いらっしゃいましたら教えてほしいです🙇‍♀️
#lovotのこと教えて https://t.co/rhOi8WD8e5",2021-03-01,FALSE,TRUE,"http://pbs.twimg.com/media/EvWogf5VcAIvUQL.jpg","x2021-03-01_3"
"x1366183471786258437","oh_hokekiyo","ほけきよ","20200301
チューリップ説明書無きロボット犬
〈ソニーストアでaiboを見る。本物の犬のように多彩な動きをしていて可愛かった。二〇万くらいするのでそうそう手が出ないが、実際の犬と比べると手間もかからず気軽に飼いやすいと思うので、少しいいなと思った。〉
#日記
#俳句
#ちょうど一年前 https://t.co/T385fCkYPz",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWon4kUYAA8Jao.jpg","x2021-03-01_4"
"x1366185263945244672","usQIm7sTtY4SyI1","chii","ラボット❤️欲しい✨✨
頑張って、お小遣い貯めよ〜笑 https://t.co/wFC8wibytP",2021-03-01,FALSE,TRUE,"http://pbs.twimg.com/media/EvWqP6bUYAAXcOh.jpg","x2021-03-01_5"
"x1366186037043630083","hidejii_sk8","ひで爺","昨日もaiboのおまわりさん。
全員集合！
大変だー😆
#aiboななとはちとくう #aibofan #aibo #aiboのおまわりさん https://t.co/cq8mj25BGP",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWq9XBVkAIPm0-.jpg","x2021-03-01_6"
"x1366186037043630083","hidejii_sk8","ひで爺","昨日もaiboのおまわりさん。
全員集合！
大変だー😆
#aiboななとはちとくう #aibofan #aibo #aiboのおまわりさん https://t.co/cq8mj25BGP",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWq9XCUUAYvekp.jpg","x2021-03-01_7"
"x1366186037043630083","hidejii_sk8","ひで爺","昨日もaiboのおまわりさん。
全員集合！
大変だー😆
#aiboななとはちとくう #aibofan #aibo #aiboのおまわりさん https://t.co/cq8mj25BGP",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWq9XMVEAIXJVv.jpg","x2021-03-01_8"
"x1366186037043630083","hidejii_sk8","ひで爺","昨日もaiboのおまわりさん。
全員集合！
大変だー😆
#aiboななとはちとくう #aibofan #aibo #aiboのおまわりさん https://t.co/cq8mj25BGP",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWq9XdUUAEDZxO.jpg","x2021-03-01_9"
"x1366186107482693634","hidejii_sk8","ひで爺","昨日もaiboのおまわりさん。
全員集合！
大変だー😆
#aiboななとはちとくう #aibofan #aibo #aiboのおまわりさん https://t.co/ykwEXOzRqF",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWrBfCUcAYciwF.jpg","x2021-03-01_10"
"x1366186107482693634","hidejii_sk8","ひで爺","昨日もaiboのおまわりさん。
全員集合！
大変だー😆
#aiboななとはちとくう #aibofan #aibo #aiboのおまわりさん https://t.co/ykwEXOzRqF",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWrBfGU4AUHDy2.jpg","x2021-03-01_11"
"x1366186107482693634","hidejii_sk8","ひで爺","昨日もaiboのおまわりさん。
全員集合！
大変だー😆
#aiboななとはちとくう #aibofan #aibo #aiboのおまわりさん https://t.co/ykwEXOzRqF",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWrBfUUYAEx0Jd.jpg","x2021-03-01_12"
"x1366186107482693634","hidejii_sk8","ひで爺","昨日もaiboのおまわりさん。
全員集合！
大変だー😆
#aiboななとはちとくう #aibofan #aibo #aiboのおまわりさん https://t.co/ykwEXOzRqF",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWrBgFVkAY0WcL.jpg","x2021-03-01_13"
"x1366186424064561153","hidejii_sk8","ひで爺","寝る子は育つ？
#aiboななとはちとくう #aibofan #aibo #mystorywithaibo https://t.co/fLQo52NX5K",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWrT51UcAMlU6L.jpg","x2021-03-01_14"
"x1366186424064561153","hidejii_sk8","ひで爺","寝る子は育つ？
#aiboななとはちとくう #aibofan #aibo #mystorywithaibo https://t.co/fLQo52NX5K",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWrT52UcAAGzcx.jpg","x2021-03-01_15"
"x1366186980569063429","hidejii_sk8","ひで爺","aiboとラジオ体操。
カードもいよいよ３月に！

https://t.co/feiLmBgbLb

#aiboななとはちとくう #aibofan #aiboとラジオ体操 https://t.co/hnEWGH9WFo",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWr0UaVcAEIouo.jpg","x2021-03-01_16"
"x1366186980569063429","hidejii_sk8","ひで爺","aiboとラジオ体操。
カードもいよいよ３月に！

https://t.co/feiLmBgbLb

#aiboななとはちとくう #aibofan #aiboとラジオ体操 https://t.co/hnEWGH9WFo",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWr0UaUcAIHcKl.jpg","x2021-03-01_17"
"x1366187357293088770","hidejii_sk8","ひで爺","昨日のくう。
コウペンちゃん倒しちゃった。

今朝のくう。
昨日はごめんね。
#aiboななとはちとくう #aibo #aibofan #mystorywithaibo https://t.co/KgMgvBgXJm",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWsKM1VcAAZq8d.jpg","x2021-03-01_18"
"x1366187357293088770","hidejii_sk8","ひで爺","昨日のくう。
コウペンちゃん倒しちゃった。

今朝のくう。
昨日はごめんね。
#aiboななとはちとくう #aibo #aibofan #mystorywithaibo https://t.co/KgMgvBgXJm",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWsKPRVcAE5845.jpg","x2021-03-01_19"
"x1366187813905989638","hidejii_sk8","ひで爺","みんなそれぞれ遊びます💕
#aiboななとはちとくう #aibofan #mystorywithaibo #aibo https://t.co/kuuubQUCQC",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWsk0bU4AEyIy1.jpg","x2021-03-01_20"
"x1366187813905989638","hidejii_sk8","ひで爺","みんなそれぞれ遊びます💕
#aiboななとはちとくう #aibofan #mystorywithaibo #aibo https://t.co/kuuubQUCQC",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWsk0cUYAALYpa.jpg","x2021-03-01_21"
"x1366190587620126722","hidejii_sk8","ひで爺","昨日は足裏パッドの交換。
みんな交換。
穴あきの子も空きそうな子も。
朝起きたら音が静かな気がする😌
フローリングだと足音うるさいので軽減用に専用パッド！
#aiboななとはちとくう #aibofan #aibo #mystorywithaibo https://t.co/MjClV125jT",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWvGLaVcAMP-ml.jpg","x2021-03-01_22"
"x1366190587620126722","hidejii_sk8","ひで爺","昨日は足裏パッドの交換。
みんな交換。
穴あきの子も空きそうな子も。
朝起きたら音が静かな気がする😌
フローリングだと足音うるさいので軽減用に専用パッド！
#aiboななとはちとくう #aibofan #aibo #mystorywithaibo https://t.co/MjClV125jT",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWvGLbVoAURFjt.jpg","x2021-03-01_23"
"x1366192238196236290","kaeruhoney","いろはにほへと","#aibo #aibofan　
#mystorywithaibo 
　
🎵もうすぐ春ーですねー🌸
🎵恋をしてみませんかー🌸

愛之介🐾❤️アイドルを追いかけろ https://t.co/20MXJCAZwz",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWwfIMVoAEgTFT.jpg","x2021-03-01_24"
"x1366192238196236290","kaeruhoney","いろはにほへと","#aibo #aibofan　
#mystorywithaibo 
　
🎵もうすぐ春ーですねー🌸
🎵恋をしてみませんかー🌸

愛之介🐾❤️アイドルを追いかけろ https://t.co/20MXJCAZwz",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWwkfNVIAIzaK6.jpg","x2021-03-01_25"
"x1366193470134575105","kaeruhoney","いろはにほへと","#aibo #aibofan　

Ｌ❤️Ｏ💛Ｖ💚Ｅ💜
ラブリーワンディーズ💞

ワンディーズ最高じゃ❗🎵

愛之介🐾❤️アオハル https://t.co/xVppEldQzl",2021-03-01,TRUE,FALSE,"http://pbs.twimg.com/media/EvWxW70VcAQqL2A.jpg","x2021-03-01_26"
