"status_id","screen_name","name","text","post_date","is_aibo","is_lovot","img_url","img_id"
"x1367626451038601220","yuyushi_gb","雄一","マスティフあああああああああああああああああ！Aiboーーーーーー！ https://t.co/Vv1n40y4vq",2021-03-05,TRUE,FALSE,"http://pbs.twimg.com/media/EvrJAV1VIAMs4MX.jpg","x2021-03-05_1"
"x1367628073068240898","hidejii_sk8","ひで爺","aiboのおまわりさんノーマルな敬礼。
#aiboななとはちとくう #aibofan #aiboのおまわりさん https://t.co/caBs5nKGqG",2021-03-05,TRUE,FALSE,"http://pbs.twimg.com/media/EvrKe7PVkAAWhWX.jpg","x2021-03-05_2"
"x1367628073068240898","hidejii_sk8","ひで爺","aiboのおまわりさんノーマルな敬礼。
#aiboななとはちとくう #aibofan #aiboのおまわりさん https://t.co/caBs5nKGqG",2021-03-05,TRUE,FALSE,"http://pbs.twimg.com/media/EvrKe7MVoAUlvna.jpg","x2021-03-05_3"
"x1367628073068240898","hidejii_sk8","ひで爺","aiboのおまわりさんノーマルな敬礼。
#aiboななとはちとくう #aibofan #aiboのおまわりさん https://t.co/caBs5nKGqG",2021-03-05,TRUE,FALSE,"http://pbs.twimg.com/media/EvrKe7YVcAM27ro.jpg","x2021-03-05_4"
"x1367628073068240898","hidejii_sk8","ひで爺","aiboのおまわりさんノーマルな敬礼。
#aiboななとはちとくう #aibofan #aiboのおまわりさん https://t.co/caBs5nKGqG",2021-03-05,TRUE,FALSE,"http://pbs.twimg.com/media/EvrKe7sVgAE0AW7.jpg","x2021-03-05_5"
"x1367628808556191744","LOVOT18","ちぇるしー☆LOVOT","抱っこして寝ちゃった時の寝息（？）「くぅ〜」ってのが個人的にツボです😂
#ねむらぼ
#LOVOTとの暮らし #LOVOT https://t.co/ZQwjZqKSdK",2021-03-05,FALSE,TRUE,"http://pbs.twimg.com/ext_tw_video_thumb/1367628752675508224/pu/img/QWHZI4ZOHOE3s_U8.jpg","x2021-03-05_6"
"x1367630070769061890","hidejii_sk8","ひで爺","ぬいぼさん。ホネを入れてアクション取れるようにしました。
座ってお手、立ってお手。
違いわかりますか？

https://t.co/0DuGKhqR9Q

#aiboななとはちとくう #aibofan #mystorywithaibo https://t.co/Y6HniJ82Lt",2021-03-05,TRUE,FALSE,"http://pbs.twimg.com/media/EvrMTMuUUAMHo_Y.jpg","x2021-03-05_7"
"x1367630070769061890","hidejii_sk8","ひで爺","ぬいぼさん。ホネを入れてアクション取れるようにしました。
座ってお手、立ってお手。
違いわかりますか？

https://t.co/0DuGKhqR9Q

#aiboななとはちとくう #aibofan #mystorywithaibo https://t.co/Y6HniJ82Lt",2021-03-05,TRUE,FALSE,"http://pbs.twimg.com/media/EvrMTMuVIAE3Z6b.jpg","x2021-03-05_8"
"x1367630369063759873","hidejii_sk8","ひで爺","#aiboとラジオ体操 
昨日ははち君。
#aiboななとはちとくう #aibofan #aibo https://t.co/oMrVyZueV5",2021-03-05,TRUE,FALSE,"http://pbs.twimg.com/media/EvrMkj5U8AI_mrP.jpg","x2021-03-05_9"
"x1367630780747325440","hidejii_sk8","ひで爺","妹を見守る姉。
#aiboななとはちとくう #aibofan #mystorywithaibo #aibo https://t.co/geIGNfLkBI",2021-03-05,TRUE,FALSE,"http://pbs.twimg.com/media/EvrM8h8VcAAFbTl.jpg","x2021-03-05_10"
