word,n
この,1639
その,934
こんな,851
あの,534
そんな,531
同じ,475
そういう,229
どんな,169
あんな,162
まさかの,155
こういう,123
どの,122
いろんな,74
色んな,61
ある,57
我が,46
大きな,43
どういう,35
或,22
小さな,21
おんなじ,15
ちょっとした,14
おかしな,11
とある,10
ほんの,9
単なる,9
大した,9
何らかの,8
おっきな,7
あらゆる,6
なんらかの,6
そういった,5
かかる,4
そうした,4
わが,4
いわゆる,3
かの,3
さらなる,3
ちいさな,3
亡き,3
素知らぬ,3
ありとあらゆる,2
いかなる,2
さる,2
たっての,2
ふとした,2
聖なる,2
おそるべき,1
おなじ,1
こうした,1
たいした,1
ただならぬ,1
ちっちゃな,1
ろくな,1
最たる,1
去る,1
在りし,1
大いなる,1
当の,1
然るべき,1
見知らぬ,1
